"family";"genus";"species";"id";"agei";"radi";"agecap";"radcap";"lencap";"l0p";"biomass";"location";"observer";"r0p";"li"
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H16";10;0,781193954;11;0,807360532;330;1,9;616;"Hao";"Fabien Morat";0,0404105902962963;318,158049630332
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H16";11;0,795958777;11;0,807360532;330;1,9;616;"Hao";"Fabien Morat";0,0404105902962963;324,836684872186
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H17";0;NA;10;0,821676424;390;1,9;915;"Hao";"Fabien Morat";0,0404105902962963;1,9
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H17";1;0,348833771;10;0,821676424;390;1,9;915;"Hao";"Fabien Morat";0,0404105902962963;142,387302752687
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H17";2;0,47338898;10;0,821676424;390;1,9;915;"Hao";"Fabien Morat";0,0404105902962963;205,132301701211
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H17";3;0,539419276;10;0,821676424;390;1,9;915;"Hao";"Fabien Morat";0,0404105902962963;239,227623284192
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H17";4;0,602101012;10;0,821676424;390;1,9;915;"Hao";"Fabien Morat";0,0404105902962963;272,0508301384
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H17";5;0,668809332;10;0,821676424;390;1,9;915;"Hao";"Fabien Morat";0,0404105902962963;307,424332942106
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H17";6;0,724711032;10;0,821676424;390;1,9;915;"Hao";"Fabien Morat";0,0404105902962963;337,38915452127
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H17";7;0,753865791;10;0,821676424;390;1,9;915;"Hao";"Fabien Morat";0,0404105902962963;353,125935130763
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H17";8;0,77763552;10;0,821676424;390;1,9;915;"Hao";"Fabien Morat";0,0404105902962963;366,008989924148
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H17";9;0,797358603;10;0,821676424;390;1,9;915;"Hao";"Fabien Morat";0,0404105902962963;376,733884357125
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H17";10;0,811676424;10;0,821676424;390;1,9;915;"Hao";"Fabien Morat";0,0404105902962963;384,539053387254
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";0;0,025;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;1,9
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";1;0,360423362;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;115,15420639758
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";2;0,489562822;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;161,329115719705
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";3;0,544380702;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;180,975205770825
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";4;0,620341218;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;208,236239978646
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";5;0,674192866;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;227,586614858163
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";6;0,726537875;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;246,41288449878
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";7;0,764590471;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;260,108762141829
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";8;0,798649243;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;272,373924792594
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";9;0,826809499;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;282,519536961046
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";10;0,86636958;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;296,779054968674
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";11;0,90381287;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;310,282558219944
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";12;0,939617898;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;323,201334391038
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";13;0,978617898;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;337,279397173648
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H42";14;1,004790403;14;1,024915014;354;1,9;758;"Hao";"Fabien Morat";0,0404105902962963;346,730719615814
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H44";0;0,038948684;13;0,977716548;382;1,9;881;"Hao";"Fabien Morat";0,0404105902962963;1,9
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H44";1;0,310061284;13;0,977716548;382;1,9;881;"Hao";"Fabien Morat";0,0404105902962963;106,01242891714
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H44";2;0,388877526;13;0,977716548;382;1,9;881;"Hao";"Fabien Morat";0,0404105902962963;137,687004052068
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H44";3;0,460074436;13;0,977716548;382;1,9;881;"Hao";"Fabien Morat";0,0404105902962963;166,578895370552
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H44";4;0,541068263;13;0,977716548;382;1,9;881;"Hao";"Fabien Morat";0,0404105902962963;199,717209488722
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H44";5;0,615954844;13;0,977716548;382;1,9;881;"Hao";"Fabien Morat";0,0404105902962963;230,578672313369
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H44";6;0,673409174;13;0,977716548;382;1,9;881;"Hao";"Fabien Morat";0,0404105902962963;254,384442868298
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H44";7;0,728409174;13;0,977716548;382;1,9;881;"Hao";"Fabien Morat";0,0404105902962963;277,268343060449
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H44";8;0,766488039;13;0,977716548;382;1,9;881;"Hao";"Fabien Morat";0,0404105902962963;293,162705235418
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H44";9;0,801416538;13;0,977716548;382;1,9;881;"Hao";"Fabien Morat";0,0404105902962963;307,776721098376
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H44";10;0,844590604;13;0,977716548;382;1,9;881;"Hao";"Fabien Morat";0,0404105902962963;325,884369390741
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H44";11;0,893834893;13;0,977716548;382;1,9;881;"Hao";"Fabien Morat";0,0404105902962963;346,594107964075
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H44";12;0,930848404;13;0,977716548;382;1,9;881;"Hao";"Fabien Morat";0,0404105902962963;362,197767211357
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H44";13;0,953695723;13;0,977716548;382;1,9;881;"Hao";"Fabien Morat";0,0404105902962963;371,844930144695
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H45";0;0,033615473;9;0,680263517;321;1,9;584;"Hao";"Fabien Morat";0,0404105902962963;1,9
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H45";1;0,242249871;9;0,680263517;321;1,9;584;"Hao";"Fabien Morat";0,0404105902962963;92,224925625871
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H45";2;0,331837817;9;0,680263517;321;1,9;584;"Hao";"Fabien Morat";0,0404105902962963;136,497170357763
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H45";3;0,390361316;9;0,680263517;321;1,9;584;"Hao";"Fabien Morat";0,0404105902962963;166,269792066506
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H45";4;0,459426503;9;0,680263517;321;1,9;584;"Hao";"Fabien Morat";0,0404105902962963;202,127245922121
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H45";5;0,517115323;9;0,680263517;321;1,9;584;"Hao";"Fabien Morat";0,0404105902962963;232,605211152584
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H45";6;0,568515712;9;0,680263517;321;1,9;584;"Hao";"Fabien Morat";0,0404105902962963;260,123466410317
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H45";7;0,614613435;9;0,680263517;321;1,9;584;"Hao";"Fabien Morat";0,0404105902962963;285,06996130811
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H45";8;0,64279144;9;0,680263517;321;1,9;584;"Hao";"Fabien Morat";0,0404105902962963;300,4357374077
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H45";9;0,666050847;9;0,680263517;321;1,9;584;"Hao";"Fabien Morat";0,0404105902962963;313,183131339636
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H46";0;0,04788528;8;0,699826944;292;1,9;380;"Hao";"Fabien Morat";0,0404105902962963;1,9
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H46";1;0,328901201;8;0,699826944;292;1,9;380;"Hao";"Fabien Morat";0,0404105902962963;122,306560801439
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H46";2;0,393908893;8;0,699826944;292;1,9;380;"Hao";"Fabien Morat";0,0404105902962963;151,245456846645
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H46";3;0,473958877;8;0,699826944;292;1,9;380;"Hao";"Fabien Morat";0,0404105902962963;187,418154331458
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H46";4;0,541427388;8;0,699826944;292;1,9;380;"Hao";"Fabien Morat";0,0404105902962963;218,301647889842
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H46";5;0,574442536;8;0,699826944;292;1,9;380;"Hao";"Fabien Morat";0,0404105902962963;233,532142585154
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H46";6;0,619796698;8;0,699826944;292;1,9;380;"Hao";"Fabien Morat";0,0404105902962963;254,571324562507
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H46";7;0,653928795;8;0,699826944;292;1,9;380;"Hao";"Fabien Morat";0,0404105902962963;270,488659664887
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H46";8;0,681387855;8;0,699826944;292;1,9;380;"Hao";"Fabien Morat";0,0404105902962963;283,343721273548
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H47";0;0,055785303;8;0,870576027;312;1,9;504;"Hao";"Fabien Morat";0,0404105902962963;1,9
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H47";1;0,37619277;8;0,870576027;312;1,9;504;"Hao";"Fabien Morat";0,0404105902962963;125,019926288076
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H47";2;0,49119277;8;0,870576027;312;1,9;504;"Hao";"Fabien Morat";0,0404105902962963;168,136627127234
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H47";3;0,61619277;8;0,870576027;312;1,9;504;"Hao";"Fabien Morat";0,0404105902962963;215,298829007657
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H47";4;0,69542029;8;0,870576027;312;1,9;504;"Hao";"Fabien Morat";0,0404105902962963;245,322692640522
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H47";5;0,728405135;8;0,870576027;312;1,9;504;"Hao";"Fabien Morat";0,0404105902962963;257,849119745891
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H47";6;0,764460648;8;0,870576027;312;1,9;504;"Hao";"Fabien Morat";0,0404105902962963;271,558350016887
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H47";7;0,804982247;8;0,870576027;312;1,9;504;"Hao";"Fabien Morat";0,0404105902962963;286,985523640475
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H47";8;0,840492809;8;0,870576027;312;1,9;504;"Hao";"Fabien Morat";0,0404105902962963;300,521386413117
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";0;0,029732137;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;1,9
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";1;0,356855713;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;137,7631907695
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";2;0,450091972;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;180,941148520424
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";3;0,531780405;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;219,459141422099
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";4;0,586011392;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;245,336722922049
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";5;0,656225351;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;279,165322792693
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";6;0,70526615;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;302,992228358488
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";7;0,737839145;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;318,902700081264
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";8;0,766299644;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;332,857152770239
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";9;0,797922421;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;348,417687548256
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";10;0,826714781;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;362,634635532091
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";11;0,858115418;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;378,191112264752
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";12;0,890115418;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;394,098135281461
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";13;0,917774051;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;407,889334324241
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H48";14;0,940860844;14;0,959965817;429;1,9;1360;"Hao";"Fabien Morat";0,0404105902962963;419,430085154362
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H61";0;0,07940403;6;0,63825997;264;1,9;300;"Hao";"Fabien Morat";0,0404105902962963;1,9
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H61";1;0,291290233;6;0,63825997;264;1,9;300;"Hao";"Fabien Morat";0,0404105902962963;106,024594149104
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H61";2;0,360644397;6;0,63825997;264;1,9;300;"Hao";"Fabien Morat";0,0404105902962963;136,737666091833
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H61";3;0,427584669;6;0,63825997;264;1,9;300;"Hao";"Fabien Morat";0,0404105902962963;166,854030906256
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H61";4;0,482036482;6;0,63825997;264;1,9;300;"Hao";"Fabien Morat";0,0404105902962963;191,645915741333
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H61";5;0,55493367;6;0,63825997;264;1,9;300;"Hao";"Fabien Morat";0,0404105902962963;225,198235792803
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H61";6;0,601463231;6;0,63825997;264;1,9;300;"Hao";"Fabien Morat";0,0404105902962963;246,809861422881
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";0;0,036400549;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;1,9
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";1;0,320024999;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;92,7627936642675
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";2;0,402177297;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;118,939748148839
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";3;0,484457306;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;145,028939530071
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";4;0,526134638;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;158,202345040065
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";5;0,577797004;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;174,49748008383
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";6;0,624487474;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;189,194402844013
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";7;0,66889468;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;203,14825975066
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";8;0,708706739;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;215,639375000961
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";9;0,749498895;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;228,420643691395
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";10;0,800105219;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;244,253989597649
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";11;0,853142941;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;260,822439609241
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";12;0,902539297;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;276,231232886265
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";13;0,946641451;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;289,97151091886
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";14;0,987641451;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;302,731584062375
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";15;1,020641451;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;312,992684234747
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H62";16;1,058641451;16;1,081836278;332;1,9;1286;"Hao";"Fabien Morat";0,0404105902962963;324,79870957183
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H82";0;0,054120237;12;0,915795811;344;1,9;810;"Hao";"Fabien Morat";0,0404105902962963;1,9
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H82";1;0,247759964;12;0,915795811;344;1,9;810;"Hao";"Fabien Morat";0,0404105902962963;79,4967857444754
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H82";2;0,418990803;12;0,915795811;344;1,9;810;"Hao";"Fabien Morat";0,0404105902962963;145,953955015272
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H82";3;0,497150895;12;0,915795811;344;1,9;810;"Hao";"Fabien Morat";0,0404105902962963;176,681285654249
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H82";4;0,562885209;12;0,915795811;344;1,9;810;"Hao";"Fabien Morat";0,0404105902962963;202,672585307275
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H82";5;0,602897707;12;0,915795811;344;1,9;810;"Hao";"Fabien Morat";0,0404105902962963;218,552920033684
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H82";6;0,655982544;12;0,915795811;344;1,9;810;"Hao";"Fabien Morat";0,0404105902962963;239,685008503255
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H82";7;0,711308849;12;0,915795811;344;1,9;810;"Hao";"Fabien Morat";0,0404105902962963;261,780927953693
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H82";8;0,753415856;12;0,915795811;344;1,9;810;"Hao";"Fabien Morat";0,0404105902962963;278,6429759578
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H82";9;0,807646843;12;0,915795811;344;1,9;810;"Hao";"Fabien Morat";0,0404105902962963;300,414468062368
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H82";10;0,841705616;12;0,915795811;344;1,9;810;"Hao";"Fabien Morat";0,0404105902962963;314,11727621297
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H82";11;0,873768055;12;0,915795811;344;1,9;810;"Hao";"Fabien Morat";0,0404105902962963;327,036824690664
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H82";12;0,897768055;12;0,915795811;344;1,9;810;"Hao";"Fabien Morat";0,0404105902962963;336,719839868374
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H87";0;0,040224371;12;0,893853646;348;1,9;678;"Hao";"Fabien Morat";0,0404105902962963;1,9
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H87";1;0,3101548;12;0,893853646;348;1,9;678;"Hao";"Fabien Morat";0,0404105902962963;106,35248317273
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H87";2;0,417644334;12;0,893853646;348;1,9;678;"Hao";"Fabien Morat";0,0404105902962963;149,805605726549
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H87";3;0,532068982;12;0,893853646;348;1,9;678;"Hao";"Fabien Morat";0,0404105902962963;196,697135534775
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H87";4;0,609560917;12;0,893853646;348;1,9;678;"Hao";"Fabien Morat";0,0404105902962963;228,75558278577
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H87";5;0,667336344;12;0,893853646;348;1,9;678;"Hao";"Fabien Morat";0,0404105902962963;252,794676838774
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H87";6;0,713908869;12;0,893853646;348;1,9;678;"Hao";"Fabien Morat";0,0404105902962963;272,250411309105
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H87";7;0,752535284;12;0,893853646;348;1,9;678;"Hao";"Fabien Morat";0,0404105902962963;288,436034662452
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H87";8;0,778496794;12;0,893853646;348;1,9;678;"Hao";"Fabien Morat";0,0404105902962963;299,338657355518
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H87";9;0,803235428;12;0,893853646;348;1,9;678;"Hao";"Fabien Morat";0,0404105902962963;309,745007292642
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H87";10;0,827005157;12;0,893853646;348;1,9;678;"Hao";"Fabien Morat";0,0404105902962963;319,759202590218
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H87";11;0,852005157;12;0,893853646;348;1,9;678;"Hao";"Fabien Morat";0,0404105902962963;330,30755516012
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H87";12;0,875414557;12;0,893853646;348;1,9;678;"Hao";"Fabien Morat";0,0404105902962963;340,199110053958
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H88";0;0,033301652;13;0,881137627;422;1,9;1182;"Hao";"Fabien Morat";0,0404105902962963;1,9
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H88";1;0,34452431;13;0,881137627;422;1,9;1182;"Hao";"Fabien Morat";0,0404105902962963;140,10508183419
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H88";2;0,423378606;13;0,881137627;422;1,9;1182;"Hao";"Fabien Morat";0,0404105902962963;179,461974159003
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H88";3;0,496110992;13;0,881137627;422;1,9;1182;"Hao";"Fabien Morat";0,0404105902962963;216,536292090723
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H88";4;0,546707434;13;0,881137627;422;1,9;1182;"Hao";"Fabien Morat";0,0404105902962963;242,709955468694
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H88";5;0,594561379;13;0,881137627;422;1,9;1182;"Hao";"Fabien Morat";0,0404105902962963;267,72679816677
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H88";6;0,630001469;13;0,881137627;422;1,9;1182;"Hao";"Fabien Morat";0,0404105902962963;286,407002240004
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H88";7;0,665058566;13;0,881137627;422;1,9;1182;"Hao";"Fabien Morat";0,0404105902962963;305,006292447636
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H88";8;0,703529334;13;0,881137627;422;1,9;1182;"Hao";"Fabien Morat";0,0404105902962963;325,548432893998
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H88";9;0,747574765;13;0,881137627;422;1,9;1182;"Hao";"Fabien Morat";0,0404105902962963;349,228217027682
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H88";10;0,779823796;13;0,881137627;422;1,9;1182;"Hao";"Fabien Morat";0,0404105902962963;366,669982665421
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H88";11;0,813065336;13;0,881137627;422;1,9;1182;"Hao";"Fabien Morat";0,0404105902962963;384,736722863328
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H88";12;0,846080484;13;0,881137627;422;1,9;1182;"Hao";"Fabien Morat";0,0404105902962963;402,765852794238
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H88";13;0,86410824;13;0,881137627;422;1,9;1182;"Hao";"Fabien Morat";0,0404105902962963;412,645441392515
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H89";0;0,032649655;8;0,72762126;226;1,9;430;"Hao";"Fabien Morat";0,0404105902962963;1,9
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H89";1;0,267226496;8;0,72762126;226;1,9;430;"Hao";"Fabien Morat";0,0404105902962963;76,9420786818988
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H89";2;0,35023252;8;0,72762126;226;1,9;430;"Hao";"Fabien Morat";0,0404105902962963;104,022726901605
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H89";3;0,424056635;8;0,72762126;226;1,9;430;"Hao";"Fabien Morat";0,0404105902962963;128,012724228031
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H89";4;0,492562109;8;0,72762126;226;1,9;430;"Hao";"Fabien Morat";0,0404105902962963;150,209037632478
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H89";5;0,560237806;8;0,72762126;226;1,9;430;"Hao";"Fabien Morat";0,0404105902962963;172,083753176554
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H89";6;0,63224475;8;0,72762126;226;1,9;430;"Hao";"Fabien Morat";0,0404105902962963;195,308148517053
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H89";7;0,677939389;8;0,72762126;226;1,9;430;"Hao";"Fabien Morat";0,0404105902962963;210,021875553621
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H89";8;0,703434487;8;0,72762126;226;1,9;430;"Hao";"Fabien Morat";0,0404105902962963;218,223770627602
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H90";0;0,040249224;7;0,684188425;221;1,9;561;"Hao";"Fabien Morat";0,0404105902962963;1,9
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H90";1;0,245073458;7;0,684188425;221;1,9;561;"Hao";"Fabien Morat";0,0404105902962963;71,7599059519639
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H90";2;0,319504635;7;0,684188425;221;1,9;561;"Hao";"Fabien Morat";0,0404105902962963;97,097160832481
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H90";3;0,393186383;7;0,684188425;221;1,9;561;"Hao";"Fabien Morat";0,0404105902962963;122,158859741399
"Serranidae";"Cephalopholis";"Cephalopholis argus";"H90";4;0,474506737;7;0,684188425;221;1,9;561;"Hao";"Fabien Morat";0,0404105902962963;149,79972970221
