"Family","Genus","Species","ID","Agei","Ri","Agecpt","Rcpt","Lcpt","L0p","R0p","Li_bayes","Li_freq","Biomass","Location","Observer"
"Serranidae","Cephalopholis","Cephalopholis argus","CE_AR_TA_03_16_015",5,0.433634066,7,0.590658108,257.51,1.9,0.0404105902962963,197.51686772504,179.521168561803,266.3,"Tuamotu","Guillemette de Synéty and Jérémy Wicquart"
"Serranidae","Cephalopholis","Cephalopholis argus","CE_AR_TA_03_16_015",6,0.463044948,7,0.590658108,257.51,1.9,0.0404105902962963,208.97198086328,193.930287599211,266.3,"Tuamotu","Guillemette de Synéty and Jérémy Wicquart"
"Serranidae","Cephalopholis","Cephalopholis argus","CE_AR_TA_03_16_015",7,0.51188141,7,0.590658108,257.51,1.9,0.0404105902962963,227.756099188867,218.067862964104,266.3,"Tuamotu","Guillemette de Synéty and Jérémy Wicquart"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A073",0,0.051009803,13,1.17617547,430,1.9,0.0404105902962963,1.9,1.9,1950,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A073",1,0.343145742,13,1.17617547,430,1.9,0.0404105902962963,131.937593119119,112.843871177295,1950,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A073",2,0.459533026,13,1.17617547,430,1.9,0.0404105902962963,177.2753765201,156.476164521119,1950,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A073",3,0.553872837,13,1.17617547,430,1.9,0.0404105902962963,212.74577448671,192.062442978629,1950,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A073",4,0.655273035,13,1.17617547,430,1.9,0.0404105902962963,249.88688450115,230.49028297301,1950,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A073",5,0.704313834,13,1.17617547,430,1.9,0.0404105902962963,267.541802843205,249.133223703372,1950,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A073",6,0.760260237,13,1.17617547,430,1.9,0.0404105902962963,287.467149005422,270.442963202029,1950,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A073",7,0.822630102,13,1.17617547,430,1.9,0.0404105902962963,309.433462347047,294.247937604762,1950,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A073",8,0.878172878,13,1.17617547,430,1.9,0.0404105902962963,328.795227711084,315.487317218793,1950,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A073",9,0.925974551,13,1.17617547,430,1.9,0.0404105902962963,345.319258187598,333.794924827026,1950,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A073",10,0.998037024,13,1.17617547,430,1.9,0.0404105902962963,370.004826263678,361.440834008581,1950,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A073",11,1.051272351,13,1.17617547,430,1.9,0.0404105902962963,388.079668270217,381.89790341746,1950,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A073",12,1.09834676,13,1.17617547,430,1.9,0.0404105902962963,403.956177977533,400.010237413862,1950,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A073",13,1.140119957,13,1.17617547,430,1.9,0.0404105902962963,417.965479965309,416.100012466909,1950,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",0,0.047539457,15,1.120897762,411,1.9,0.0404105902962963,1.9,1.9,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",1,0.406893106,15,1.120897762,411,1.9,0.0404105902962963,158.288290274175,137.266859976914,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",2,0.532611045,15,1.120897762,411,1.9,0.0404105902962963,205.811511492102,184.860502862932,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",3,0.59343867,15,1.120897762,411,1.9,0.0404105902962963,228.175320956118,208.006706982853,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",4,0.672286625,15,1.120897762,411,1.9,0.0404105902962963,256.665034065702,238.108073116491,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",5,0.736364702,15,1.120897762,411,1.9,0.0404105902962963,279.454393933889,262.644251836804,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",6,0.799689263,15,1.120897762,411,1.9,0.0404105902962963,301.692203913847,286.950667860971,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",7,0.838328621,15,1.120897762,411,1.9,0.0404105902962963,315.134726670819,301.808679781701,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",8,0.879438231,15,1.120897762,411,1.9,0.0404105902962963,329.338724009219,317.637586632729,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",9,0.923176086,15,1.120897762,411,1.9,0.0404105902962963,344.346334702785,334.501175294712,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",10,0.968453012,15,1.120897762,411,1.9,0.0404105902962963,359.775100668941,351.981694077214,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",11,1.000841281,15,1.120897762,411,1.9,0.0404105902962963,370.748572721813,364.500241077717,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",12,1.031205734,15,1.120897762,411,1.9,0.0404105902962963,380.990533316779,376.246845551569,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",13,1.063221356,15,1.120897762,411,1.9,0.0404105902962963,391.743214821171,388.642677390469,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",14,1.087572947,15,1.120897762,411,1.9,0.0404105902962963,399.891173648743,398.078146740948,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A101",15,1.105600703,15,1.120897762,411,1.9,0.0404105902962963,405.906591673143,405.067141411552,1150,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A114",0,NA,12,0.933705126,405,1.9,0.0404105902962963,1.9,1.9,125,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A114",1,0.372425832,12,0.933705126,405,1.9,0.0404105902962963,183.494553603473,142.08366786378,125,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A114",2,0.488804524,12,0.933705126,405,1.9,0.0404105902962963,232.036415758402,194.860107160188,125,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A114",3,0.55616178,12,0.933705126,405,1.9,0.0404105902962963,259.330327699058,225.906934918929,125,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A114",4,0.617935561,12,0.933705126,405,1.9,0.0404105902962963,283.941414394437,254.6580737687,125,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A114",5,0.684583892,12,0.933705126,405,1.9,0.0404105902962963,310.102290703121,285.947088634708,125,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A114",6,0.725105491,12,0.933705126,405,1.9,0.0404105902962963,325.829500256158,305.096538484079,125,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A114",7,0.760033989,12,0.933705126,405,1.9,0.0404105902962963,339.286533547086,321.674656862855,125,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A114",8,0.790050651,12,0.933705126,405,1.9,0.0404105902962963,350.781888364271,335.972329297713,125,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A114",9,0.820726375,12,0.933705126,405,1.9,0.0404105902962963,362.466797010654,350.630700210129,125,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A114",10,0.862785856,12,0.933705126,405,1.9,0.0404105902962963,378.390022928826,370.802716152637,125,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A114",11,0.892517994,12,0.933705126,405,1.9,0.0404105902962963,389.581295027306,385.11214875682,125,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A114",12,0.919812682,12,0.933705126,405,1.9,0.0404105902962963,399.809915252815,398.283491761378,125,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",0,NA,16,1.222075987,444.6,1.9,0.0404105902962963,1.9,1.9,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",1,0.336157701,16,1.222075987,444.6,1.9,0.0404105902962963,151.376766294601,109.720595577651,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",2,0.415467221,16,1.222075987,444.6,1.9,0.0404105902962963,180.848973731094,139.213958556034,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",3,0.493300376,16,1.222075987,444.6,1.9,0.0404105902962963,208.797943153526,168.292580591249,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",4,0.566382522,16,1.222075987,444.6,1.9,0.0404105902962963,234.332355677584,195.698625133169,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",5,0.615778878,16,1.222075987,444.6,1.9,0.0404105902962963,251.260590252536,214.271942267247,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",6,0.660186085,16,1.222075987,444.6,1.9,0.0404105902962963,266.277250345793,231.000357849682,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",7,0.733575457,16,1.222075987,444.6,1.9,0.0404105902962963,290.71861416558,258.705716434792,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",8,0.786206247,16,1.222075987,444.6,1.9,0.0404105902962963,307.986150420734,278.61642600777,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",9,0.843127244,16,1.222075987,444.6,1.9,0.0404105902962963,326.43997370321,300.186612508336,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",10,0.90233873,16,1.222075987,444.6,1.9,0.0404105902962963,345.412511909325,322.662358536872,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",11,0.95337793,16,1.222075987,444.6,1.9,0.0404105902962963,361.597388616737,342.064921643669,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",12,0.991020991,16,1.222075987,444.6,1.9,0.0404105902962963,373.440438216064,356.391203926591,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",13,1.045141227,16,1.222075987,444.6,1.9,0.0404105902962963,390.33614255389,377.011474577557,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",14,1.088707269,16,1.222075987,444.6,1.9,0.0404105902962963,403.830477105287,393.629439478794,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",15,1.148389762,16,1.222075987,444.6,1.9,0.0404105902962963,422.171787764394,416.421042284285,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A158",16,1.189426331,16,1.222075987,444.6,1.9,0.0404105902962963,434.690758453734,432.10892801271,1400,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",0,NA,16,1.080507866,445,1.9,0.0404105902962963,1.9,1.9,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",1,0.358,16,1.080507866,445,1.9,0.0404105902962963,173.234365497977,129.24664969376,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",2,0.478702113,16,1.080507866,445,1.9,0.0404105902962963,222.187272330861,180.354048721606,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",3,0.535270655,16,1.080507866,445,1.9,0.0404105902962963,244.438496769709,204.601889545491,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",4,0.599301898,16,1.080507866,445,1.9,0.0404105902962963,269.193067248147,232.243401581036,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",5,0.645572839,16,1.080507866,445,1.9,0.0404105902962963,286.8290557083,252.335355222926,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",6,0.68662159,16,1.080507866,445,1.9,0.0404105902962963,302.314630314389,270.236007232648,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",7,0.730667021,16,1.080507866,445,1.9,0.0404105902962963,318.776579981918,289.518462295506,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",8,0.776764744,16,1.080507866,445,1.9,0.0404105902962963,335.847324544471,309.777867595809,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",9,0.815597719,16,1.080507866,445,1.9,0.0404105902962963,350.110851533124,326.903542405195,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",10,0.866685878,16,1.080507866,445,1.9,0.0404105902962963,368.723982496217,349.511825243597,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",11,0.907392143,16,1.080507866,445,1.9,0.0404105902962963,383.438888291798,367.586172833317,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",12,0.941347997,16,1.080507866,445,1.9,0.0404105902962963,395.639570018164,382.702411900172,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",13,0.970140357,16,1.080507866,445,1.9,0.0404105902962963,405.934612302643,395.546972890549,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",14,0.999002096,16,1.080507866,445,1.9,0.0404105902962963,416.209904187975,408.446591849193,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",15,1.025421786,16,1.080507866,445,1.9,0.0404105902962963,425.578036032782,420.27535030781,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A164",16,1.053582042,16,1.080507866,445,1.9,0.0404105902962963,435.524965173843,432.904532938103,1750,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",0,NA,16,1.04679868,450,1.9,0.0404105902962963,1.9,1.9,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",1,0.348369057,16,1.04679868,450,1.9,0.0404105902962963,174.416852339914,129.319501368833,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",2,0.467335439,16,1.04679868,450,1.9,0.0404105902962963,224.813416027479,181.89563500057,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",3,0.543394626,16,1.04679868,450,1.9,0.0404105902962963,256.008344519116,216.072486786697,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",4,0.599430329,16,1.04679868,450,1.9,0.0404105902962963,278.579646138373,241.49100821552,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",5,0.656919459,16,1.04679868,450,1.9,0.0404105902962963,301.421161825394,267.758891526563,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",6,0.711371272,16,1.04679868,450,1.9,0.0404105902962963,322.79248986568,292.80240162239,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",7,0.746299771,16,1.04679868,450,1.9,0.0404105902962963,336.378004105242,308.94502526377,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",8,0.787700254,16,1.04679868,450,1.9,0.0404105902962963,352.365035733094,328.153709527907,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",9,0.820941794,16,1.04679868,450,1.9,0.0404105902962963,365.115772489018,343.633186923658,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",10,0.85926933,16,1.04679868,450,1.9,0.0404105902962963,379.728037294404,361.540664963879,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",11,0.897479276,16,1.04679868,450,1.9,0.0404105902962963,394.205222992045,379.454264559158,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",12,0.932493559,16,1.04679868,450,1.9,0.0404105902962963,407.396560307265,395.921149318182,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",13,0.959493559,16,1.04679868,450,1.9,0.0404105902962963,417.52174967188,408.651491115861,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",14,0.989643186,16,1.04679868,450,1.9,0.0404105902962963,428.78178595013,422.899316163479,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",15,1.016643186,16,1.04679868,450,1.9,0.0404105902962963,438.825531426493,435.687020250355,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","GAM18_A194",16,1.03279868,16,1.04679868,450,1.9,0.0404105902962963,444.817693616382,443.351064958494,1850,"Gambiers","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H16",0,0.028653098,11,0.807360532,330,1.9,0.0404105902962963,1.9,1.9,616,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H16",1,0.289214453,11,0.807360532,330,1.9,0.0404105902962963,127.206361681459,102.066853447401,616,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H16",2,0.374449423,11,0.807360532,330,1.9,0.0404105902962963,162.795041065496,138.361388594783,616,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H16",3,0.471866054,11,0.807360532,330,1.9,0.0404105902962963,202.068990376469,180.552303645056,616,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H16",4,0.530046807,11,0.807360532,330,1.9,0.0404105902962963,224.968225440092,206.050655469946,616,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H16",5,0.629172989,11,0.807360532,330,1.9,0.0404105902962963,263.209444427398,249.935024265237,616,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H16",6,0.659256207,11,0.807360532,330,1.9,0.0404105902962963,274.647057257631,263.352509971432,616,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H16",7,0.68832509,11,0.807360532,330,1.9,0.0404105902962963,285.632244621034,276.35816075444,616,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H16",8,0.720974746,11,0.807360532,330,1.9,0.0404105902962963,297.896677777813,291.011457320604,616,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H16",9,0.752039195,11,0.807360532,330,1.9,0.0404105902962963,309.496907651507,304.996284011748,616,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H16",10,0.781193954,11,0.807360532,330,1.9,0.0404105902962963,320.32616815524,318.158049630332,616,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H16",11,0.795958777,11,0.807360532,330,1.9,0.0404105902962963,325.789918479628,324.836684872186,616,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H17",0,NA,10,0.821676424,390,1.9,0.0404105902962963,1.9,1.9,915,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H17",1,0.348833771,10,0.821676424,390,1.9,0.0404105902962963,183.759129748307,142.387302752687,915,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H17",2,0.47338898,10,0.821676424,390,1.9,0.0404105902962963,240.398261813505,205.132301701211,915,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H17",3,0.539419276,10,0.821676424,390,1.9,0.0404105902962963,269.604590957509,239.227623284192,915,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H17",4,0.602101012,10,0.821676424,390,1.9,0.0404105902962963,296.908579223339,272.0508301384,915,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H17",5,0.668809332,10,0.821676424,390,1.9,0.0404105902962963,325.57620791719,307.424332942106,915,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H17",6,0.724711032,10,0.821676424,390,1.9,0.0404105902962963,349.325576437884,337.38915452127,915,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H17",7,0.753865791,10,0.821676424,390,1.9,0.0404105902962963,361.621346269295,353.125935130763,915,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H17",8,0.77763552,10,0.821676424,390,1.9,0.0404105902962963,371.602952061919,366.008989924148,915,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H17",9,0.797358603,10,0.821676424,390,1.9,0.0404105902962963,379.857027822485,376.733884357125,915,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H17",10,0.811676424,10,0.821676424,390,1.9,0.0404105902962963,385.83346064317,384.539053387254,915,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",0,0.025,14,1.024915014,354,1.9,0.0404105902962963,1.9,1.9,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",1,0.360423362,14,1.024915014,354,1.9,0.0404105902962963,142.611819433287,115.15420639758,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",2,0.489562822,14,1.024915014,354,1.9,0.0404105902962963,187.131954044396,161.329115719705,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",3,0.544380702,14,1.024915014,354,1.9,0.0404105902962963,205.346817585946,180.975205770825,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",4,0.620341218,14,1.024915014,354,1.9,0.0404105902962963,230.047752314321,208.236239978646,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",5,0.674192866,14,1.024915014,354,1.9,0.0404105902962963,247.227316748855,227.586614858163,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",6,0.726537875,14,1.024915014,354,1.9,0.0404105902962963,263.69207349575,246.41288449878,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",7,0.764590471,14,1.024915014,354,1.9,0.0404105902962963,275.528435484787,260.108762141829,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",8,0.798649243,14,1.024915014,354,1.9,0.0404105902962963,286.034139484679,272.373924792594,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",9,0.826809499,14,1.024915014,354,1.9,0.0404105902962963,294.660668673907,282.519536961046,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",10,0.86636958,14,1.024915014,354,1.9,0.0404105902962963,306.692710943485,296.779054968674,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",11,0.90381287,14,1.024915014,354,1.9,0.0404105902962963,317.992364295244,310.282558219944,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",12,0.939617898,14,1.024915014,354,1.9,0.0404105902962963,328.721243386953,323.201334391038,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",13,0.978617898,14,1.024915014,354,1.9,0.0404105902962963,340.326742535709,337.279397173648,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H42",14,1.004790403,14,1.024915014,354,1.9,0.0404105902962963,348.069906808824,346.730719615814,758,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H44",0,0.038948684,13,0.977716548,382,1.9,0.0404105902962963,1.9,1.9,881,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H44",1,0.310061284,13,0.977716548,382,1.9,0.0404105902962963,128.599014317129,106.01242891714,881,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H44",2,0.388877526,13,0.977716548,382,1.9,0.0404105902962963,160.952402612572,137.687004052068,881,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H44",3,0.460074436,13,0.977716548,382,1.9,0.0404105902962963,189.36411435516,166.578895370552,881,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H44",4,0.541068263,13,0.977716548,382,1.9,0.0404105902962963,220.937350770518,199.717209488722,881,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H44",5,0.615954844,13,0.977716548,382,1.9,0.0404105902962963,249.543400164246,230.578672313369,881,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H44",6,0.673409174,13,0.977716548,382,1.9,0.0404105902962963,271.163553237565,254.384442868298,881,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H44",7,0.728409174,13,0.977716548,382,1.9,0.0404105902962963,291.624720459612,277.268343060449,881,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H44",8,0.766488039,13,0.977716548,382,1.9,0.0404105902962963,305.667544153529,293.162705235418,881,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H44",9,0.801416538,13,0.977716548,382,1.9,0.0404105902962963,318.465964387386,307.776721098376,881,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H44",10,0.844590604,13,0.977716548,382,1.9,0.0404105902962963,334.182953955048,325.884369390741,881,"Hao","Fabien Morat"
"Serranidae","Cephalopholis","Cephalopholis argus","H44",11,0.893834893,13,0.977716548,382,1.9,0.0404105902962963,351.979596076631,346.594107964075,881,"Hao","Fabien Morat"
