"family","genus","species","id","agei","radi","agecap","radcap","lencap","l0p","biomass","location","observer"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_258",3,1.773276862,3,1.813884743,97.96,4.25,14.6,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_259",0,NA,6,1.79299587,98.85,4.25,15,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_259",1,1.292854594,6,1.79299587,98.85,4.25,15,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_259",2,1.462150193,6,1.79299587,98.85,4.25,15,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_259",3,1.600164685,6,1.79299587,98.85,4.25,15,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_259",4,1.684509217,6,1.79299587,98.85,4.25,15,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_259",5,1.733672211,6,1.79299587,98.85,4.25,15,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_259",6,1.77115554,6,1.79299587,98.85,4.25,15,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_260",0,NA,7,1.991680911,97.76,4.25,15.5,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_260",1,1.173681814,7,1.991680911,97.76,4.25,15.5,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_260",2,1.314195158,7,1.991680911,97.76,4.25,15.5,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_260",3,1.443210661,7,1.991680911,97.76,4.25,15.5,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_260",4,1.573521827,7,1.991680911,97.76,4.25,15.5,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_260",5,1.728350765,7,1.991680911,97.76,4.25,15.5,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_260",6,1.844083215,7,1.991680911,97.76,4.25,15.5,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_260",7,1.949254504,7,1.991680911,97.76,4.25,15.5,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_261",0,NA,8,2.008474425,104.5,4.25,18,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_261",1,1.07494558,8,2.008474425,104.5,4.25,18,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_261",2,1.281142088,8,2.008474425,104.5,4.25,18,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_261",3,1.432885292,8,2.008474425,104.5,4.25,18,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_261",4,1.535281581,8,2.008474425,104.5,4.25,18,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_261",5,1.640090932,8,2.008474425,104.5,4.25,18,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_261",6,1.73813684,8,2.008474425,104.5,4.25,18,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_261",7,1.839847213,8,2.008474425,104.5,4.25,18,"Marquesas","Fabien Morat"
"Apogonidae","Pristiapogon","Pristiapogon taeniopterus","PR_TA_MA_03_17_261",8,1.928712279,8,2.008474425,104.5,4.25,18,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_064",0,0.024758837,0,0.151743204,58,1.8,4.7,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_065",0,0.029068884,1,0.454204078,108,1.8,35.4,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_065",1,0.404555311,1,0.454204078,108,1.8,35.4,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_066",0,0.028178006,3,0.552471428,150,1.8,100.6,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_066",1,0.424802307,3,0.552471428,150,1.8,100.6,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_066",2,0.482940074,3,0.552471428,150,1.8,100.6,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_066",3,0.518295413,3,0.552471428,150,1.8,100.6,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_067",0,0.038209946,6,0.934798996,220,1.8,282,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_067",1,0.40251708,6,0.934798996,220,1.8,282,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_067",2,0.500598679,6,0.934798996,220,1.8,282,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_067",3,0.604082977,6,0.934798996,220,1.8,282,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_067",4,0.708222307,6,0.934798996,220,1.8,282,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_067",5,0.816896131,6,0.934798996,220,1.8,282,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_067",6,0.897920819,6,0.934798996,220,1.8,282,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_072",0,0.035355339,8,0.808462437,173.445,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_072",1,0.372864587,8,0.808462437,173.445,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_072",2,0.487973231,8,0.808462437,173.445,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_072",3,0.57765043,8,0.808462437,173.445,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_072",4,0.638321675,8,0.808462437,173.445,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_072",5,0.688331674,8,0.808462437,173.445,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_072",6,0.730343577,8,0.808462437,173.445,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_072",7,0.766357463,8,0.808462437,173.445,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_072",8,0.785462437,8,0.808462437,173.445,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_073",0,NA,4,0.606420198,159.092,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_073",1,0.299714864,4,0.606420198,159.092,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_073",2,0.449558116,4,0.606420198,159.092,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_073",3,0.526661942,4,0.606420198,159.092,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_073",4,0.575035489,4,0.606420198,159.092,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_075",0,0.025553865,1,0.401003896,96.901,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_075",1,0.356450558,1,0.401003896,96.901,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",0,0.025,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",1,0.301559281,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",2,0.409526869,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",3,0.491752169,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",4,0.571263175,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",5,0.659467483,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",6,0.745467483,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",7,0.818802331,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",8,0.887686292,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",9,0.961238994,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",10,1.022370001,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",11,1.094376945,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",12,1.157575046,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",13,1.224328323,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",14,1.294542282,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MA_03_17_301",15,1.34616592,15,1.395643187,248,1.8,NA,"Marquesas","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",0,NA,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",1,0.353643889,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",2,0.427886733,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",3,0.503318822,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",4,0.571568364,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",5,0.641604069,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",6,0.710197072,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",7,0.759563052,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",8,0.809921765,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",9,0.864069711,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",10,0.907486298,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",11,0.942714127,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",12,0.991877122,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",13,1.036788145,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",14,1.081832567,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_001",15,1.128832567,15,1.159832567,283.016,1.8,451.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_002",0,0.032062439,8,0.762618236,189.435,1.8,131.7,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_002",1,0.292909542,8,0.762618236,189.435,1.8,131.7,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_002",2,0.387804221,8,0.762618236,189.435,1.8,131.7,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_002",3,0.472332323,8,0.762618236,189.435,1.8,131.7,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_002",4,0.542908523,8,0.762618236,189.435,1.8,131.7,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_002",5,0.618413489,8,0.762618236,189.435,1.8,131.7,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_002",6,0.66707559,8,0.762618236,189.435,1.8,131.7,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_002",7,0.711628928,8,0.762618236,189.435,1.8,131.7,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_002",8,0.742693378,8,0.762618236,189.435,1.8,131.7,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",0,0.027202941,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",1,0.271587923,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",2,0.384958995,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",3,0.477608874,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",4,0.532835679,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",5,0.569889694,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",6,0.61264481,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",7,0.659034464,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",8,0.700519401,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",9,0.74516243,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",10,0.789715769,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",11,0.828548744,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",12,0.859564869,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",13,0.895620382,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",14,0.930848212,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",15,0.975255418,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",16,1.005849536,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_003",17,1.027985479,17,1.050788988,203.955,1.8,145.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_004",0,0.033970576,9,0.989496386,192.429,1.8,146.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_004",1,0.34921197,9,0.989496386,192.429,1.8,146.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_004",2,0.510463327,9,0.989496386,192.429,1.8,146.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_004",3,0.602054811,9,0.989496386,192.429,1.8,146.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_004",4,0.661493855,9,0.989496386,192.429,1.8,146.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_004",5,0.714832397,9,0.989496386,192.429,1.8,146.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_004",6,0.772970164,9,0.989496386,192.429,1.8,146.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_004",7,0.832274464,9,0.989496386,192.429,1.8,146.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_004",8,0.88841714,9,0.989496386,192.429,1.8,146.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_004",9,0.940455587,9,0.989496386,192.429,1.8,146.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_005",0,NA,6,0.965134711,199.545,1.8,137.1,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_005",1,0.390717289,6,0.965134711,199.545,1.8,137.1,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_005",2,0.586249895,6,0.965134711,199.545,1.8,137.1,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_005",3,0.717356722,6,0.965134711,199.545,1.8,137.1,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_005",4,0.821496051,6,0.965134711,199.545,1.8,137.1,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_005",5,0.881035954,6,0.965134711,199.545,1.8,137.1,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_005",6,0.931075938,6,0.965134711,199.545,1.8,137.1,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",0,0.025238859,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",1,0.278772309,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",2,0.357219743,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",3,0.418318025,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",4,0.47436265,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",5,0.541273038,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",6,0.59030364,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",7,0.63458682,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",8,0.665731643,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",9,0.708836167,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",10,0.752021813,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",11,0.796203257,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",12,0.838393303,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",13,0.879405496,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",14,0.918405496,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",15,0.944482306,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",16,0.976482306,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",17,1.000565495,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_006",18,1.02391073,18,1.044934526,173.895,1.8,118.6,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_007",0,0.030528675,10,0.772389986,141.016,1.8,55.2,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_007",1,0.333636029,10,0.772389986,141.016,1.8,55.2,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_007",2,0.422725872,10,0.772389986,141.016,1.8,55.2,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_007",3,0.477762223,10,0.772389986,141.016,1.8,55.2,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_007",4,0.524151877,10,0.772389986,141.016,1.8,55.2,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_007",5,0.574639499,10,0.772389986,141.016,1.8,55.2,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_007",6,0.611855088,10,0.772389986,141.016,1.8,55.2,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_007",7,0.651867586,10,0.772389986,141.016,1.8,55.2,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_007",8,0.684867586,10,0.772389986,141.016,1.8,55.2,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_007",9,0.713151857,10,0.772389986,141.016,1.8,55.2,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_007",10,0.738331213,10,0.772389986,141.016,1.8,55.2,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_008",0,0.0234094,6,0.65587016,138.15,1.8,52.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_008",1,0.332532705,6,0.65587016,138.15,1.8,52.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_008",2,0.450244217,6,0.65587016,138.15,1.8,52.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_008",3,0.505325974,6,0.65587016,138.15,1.8,52.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_008",4,0.549371405,6,0.65587016,138.15,1.8,52.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_008",5,0.586707715,6,0.65587016,138.15,1.8,52.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_008",6,0.625720533,6,0.65587016,138.15,1.8,52.5,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_009",0,0.036235342,6,0.640697276,130.434,1.8,43.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_009",1,0.305,6,0.640697276,130.434,1.8,43.3,"Moorea","Fabien Morat"
"Balistidae","Balistapus","Balistapus undulatus","BA_UN_MO_03_16_009",2,0.414384642,6,0.640697276,130.434,1.8,43.3,"Moorea","Fabien Morat"
