"Family","Genus","Species","ID","Agei","Ri","Agecpt","Rcpt","Lcpt","L0p","R0p","Li_m","Li_sd","Li_q1","Li_q3","Biomass","Location","Observer"
"Chaetodontidae","Chaetodon","Chaetodon ornatissimus","CH_OR_MA_03_17_169",1,0.350138544,5,0.579882402,160.274,1.45,0.033597428,100.966957607438,7.21231029465606,86.8651543397745,115.216207636577,NA,"Marquesas","Fabien Morat"
"Chaetodontidae","Chaetodon","Chaetodon ornatissimus","CH_OR_MA_03_17_169",0,NA,5,0.579882402,160.274,1.45,0.033597428,1.45,1.07960635328148e-15,1.45,1.45,NA,"Marquesas","Fabien Morat"
"Chaetodontidae","Chaetodon","Chaetodon ornatissimus","CH_OR_MA_03_17_168",6,0.57468322,9,0.678451749,154.247,1.45,0.033597428,133.241593870713,2.95907710082085,127.216806984887,138.724971611816,NA,"Marquesas","Fabien Morat"
"Chaetodontidae","Chaetodon","Chaetodon ornatissimus","CH_OR_MA_03_17_168",1,0.287271648,9,0.678451749,154.247,1.45,0.033597428,72.225066622807,8.05055305767659,56.8833371462129,88.1249238595317,NA,"Marquesas","Fabien Morat"
"Chaetodontidae","Chaetodon","Chaetodon ornatissimus","CH_OR_MA_03_17_168",9,0.659425452,9,0.678451749,154.247,1.45,0.033597428,150.425017939979,0.575894666699183,149.236065183946,151.477805055193,NA,"Marquesas","Fabien Morat"
"Chaetodontidae","Chaetodon","Chaetodon ornatissimus","CH_OR_MA_03_17_168",7,0.607924761,9,0.678451749,154.247,1.45,0.033597428,140.014866794771,2.06118104903902,135.794140984824,143.823366854965,NA,"Marquesas","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","GAM18_B011",1,0.240441261,4,0.545636447,215.56,1.97,NA,NA,NA,NA,NA,197,"Gambiers","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","GAM18_B011",2,0.33527269,4,0.545636447,215.56,1.97,NA,NA,NA,NA,NA,197,"Gambiers","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","GAM18_B011",4,0.494158296,4,0.545636447,215.56,1.97,NA,NA,NA,NA,NA,197,"Gambiers","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","GAM18_B066",0,NA,6,0.746046457,205.35,1.97,NA,NA,NA,NA,NA,130.1,"Gambiers","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","GAM18_B066",1,0.212941306,6,0.746046457,205.35,1.97,NA,NA,NA,NA,NA,130.1,"Gambiers","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","GAM18_B066",2,0.338101204,6,0.746046457,205.35,1.97,NA,NA,NA,NA,NA,130.1,"Gambiers","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","GAM18_B066",3,0.445105877,6,0.746046457,205.35,1.97,NA,NA,NA,NA,NA,130.1,"Gambiers","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","GAM18_B066",4,0.525162107,6,0.746046457,205.35,1.97,NA,NA,NA,NA,NA,130.1,"Gambiers","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","GAM18_B011",0,NA,4,0.545636447,215.56,1.97,NA,NA,NA,NA,NA,197,"Gambiers","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","GAM18_B066",5,0.602084146,6,0.746046457,205.35,1.97,NA,NA,NA,NA,NA,130.1,"Gambiers","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","GAM18_B066",6,0.698339016,6,0.746046457,205.35,1.97,NA,NA,NA,NA,NA,130.1,"Gambiers","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","GAM18_B011",3,0.417132326,4,0.545636447,215.56,1.97,NA,NA,NA,NA,NA,197,"Gambiers","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_004",0,0.031016125,0,0.248515593,95.859,1.97,0.02620425875,NA,NA,NA,NA,20.9,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_006",0,0.021095023,3,0.408302173,146.361,1.97,0.02620425875,NA,NA,NA,NA,49.3,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_006",2,0.292067519,3,0.408302173,146.361,1.97,0.02620425875,NA,NA,NA,NA,49.3,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_010",1,0.240010416,5,0.830962563,298.773,1.97,0.02620425875,NA,NA,NA,NA,351.4,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_007",0,0.021400935,1,0.28073224,123.456,1.97,0.02620425875,NA,NA,NA,NA,27.9,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_007",1,0.226612003,1,0.28073224,123.456,1.97,0.02620425875,NA,NA,NA,NA,27.9,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_010",0,NA,5,0.830962563,298.773,1.97,0.02620425875,NA,NA,NA,NA,351.4,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_010",5,0.784734866,5,0.830962563,298.773,1.97,0.02620425875,NA,NA,NA,NA,351.4,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_010",2,0.464859255,5,0.830962563,298.773,1.97,0.02620425875,NA,NA,NA,NA,351.4,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_002",0,0.031304952,0,0.306946249,111.441,1.97,0.02620425875,NA,NA,NA,NA,22.7,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_001",2,0.295610634,2,0.323628485,157.453,1.97,0.02620425875,NA,NA,NA,NA,69.4,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_006",1,0.199612124,3,0.408302173,146.361,1.97,0.02620425875,NA,NA,NA,NA,49.3,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_006",3,0.359424775,3,0.408302173,146.361,1.97,0.02620425875,NA,NA,NA,NA,49.3,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_001",0,NA,2,0.323628485,157.453,1.97,0.02620425875,NA,NA,NA,NA,69.4,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_010",3,0.57464541,5,0.830962563,298.773,1.97,0.02620425875,NA,NA,NA,NA,351.4,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_010",4,0.690580737,5,0.830962563,298.773,1.97,0.02620425875,NA,NA,NA,NA,351.4,"Moorea","Fabien Morat"
"Labridae","Cheilinus","Cheilinus chlorourus","CH_CH_MO_03_16_001",1,0.223188261,2,0.323628485,157.453,1.97,0.02620425875,NA,NA,NA,NA,69.4,"Moorea","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A056",6,0.897275395,6,0.957116852,215,1.65,0.0318488576,206.051048972404,1.37116768342181,202.913286856328,208.24466329924,208.8,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A056",3,0.669773153,6,0.957116852,215,1.65,0.0318488576,169.816521250784,6.1072351778286,156.099913254274,179.906565622698,208.8,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A056",5,0.831541081,6,0.957116852,215,1.65,0.0318488576,195.966920015907,2.82374051424442,189.535313627616,200.528561053342,208.8,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A060",3,0.442858904,5,0.612473553,204,1.65,0.0318488576,160.815507191149,5.6864747939492,147.861654202722,170.047403383744,176.1,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A060",0,0.013601471,5,0.612473553,204,1.65,0.0318488576,1.65,3.22397529295991e-15,1.64999999999999,1.65000000000001,176.1,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A056",4,0.759972932,6,0.957116852,215,1.65,0.0318488576,184.651143783464,4.33258176170473,174.838761944852,191.701768523598,208.8,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A071",0,NA,9,0.810259951,234,1.65,0.0318488576,1.65,2.96384671321478e-15,1.64999999999999,1.65000000000001,262.9,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A071",1,0.224964442,9,0.810259951,234,1.65,0.0318488576,94.2458359037301,12.2379084750775,68.8304069331105,116.798796798753,262.9,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A056",2,0.550621989,6,0.957116852,215,1.65,0.0318488576,149.034953552123,8.1788976905827,130.856358854335,162.882653050561,208.8,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A071",3,0.406666871,9,0.810259951,234,1.65,0.0318488576,144.301950115097,10.4216894487947,121.469365948973,162.482450567672,262.9,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A071",4,0.458086711,9,0.810259951,234,1.65,0.0318488576,156.979311694124,9.4517007559471,136.093755094608,173.231635330647,262.9,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A071",5,0.520736532,9,0.810259951,234,1.65,0.0318488576,171.807722949278,8.08848703727477,153.746043747084,185.554550394445,262.9,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A071",6,0.588101211,9,0.810259951,234,1.65,0.0318488576,187.113099720677,6.43887768669991,172.597948732979,197.904640569217,262.9,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A071",7,0.666510394,9,0.810259951,234,1.65,0.0318488576,204.225680126665,4.32114297717592,194.415441999505,211.365598007409,262.9,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A060",1,0.283550701,5,0.612473553,204,1.65,0.0318488576,115.20912655397,9.2782551617057,94.5971579894735,130.917070443995,176.1,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A060",2,0.37925859,5,0.612473553,204,1.65,0.0318488576,143.351010089012,7.38437129361605,126.671734967389,155.520991602401,176.1,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A115",0,0.033837849,10,0.870060791,302,1.65,0.0318488576,1.65,6.37855081587497e-15,1.64999999999999,1.65000000000001,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A060",4,0.508112257,5,0.612473553,204,1.65,0.0318488576,177.943351745596,3.67195007946202,169.517315983708,183.823275821943,176.1,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A060",5,0.565601386,5,0.612473553,204,1.65,0.0318488576,192.479650394056,1.70999996693162,188.533976003034,195.187902930667,176.1,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A014",5,0.500036625,9,0.748513155,245,1.65,0.0318488576,179.91337762553,7.39222612711206,163.205824209276,191.997892648891,71.4,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B034",4,0.515808082,6,0.630945849,263.39,1.65,0.0318488576,226.373388870468,5.63183954873309,214.161295549908,235.910514672147,324.3,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B034",5,0.573945849,6,0.630945849,263.39,1.65,0.0318488576,245.30484804165,2.88435276095047,238.996332970332,250.126392045927,324.3,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B034",6,0.613945849,6,0.630945849,263.39,1.65,0.0318488576,258.041877601141,0.878532468194912,256.110229978266,259.502119096735,324.3,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B067",0,0.033015148,9,0.601684455,210,1.65,0.0318488576,1.65,6.39080516124459e-15,1.64999999999999,1.65000000000001,182.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B067",1,0.189636494,9,0.601684455,210,1.65,0.0318488576,76.6599722119236,8.23170638560372,58.5939954985706,90.8890456935149,182.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B067",2,0.255378414,9,0.601684455,210,1.65,0.0318488576,101.292501078299,8.35780938635335,82.6479520150541,115.391035811131,182.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B067",3,0.307378414,9,0.601684455,210,1.65,0.0318488576,119.486077462857,7.88989566989293,101.710229708382,132.583149666686,182.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A071",8,0.736145155,9,0.810259951,234,1.65,0.0318488576,218.882684417278,2.29123121794983,213.653667233998,222.622509090727,262.9,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A071",9,0.782188613,9,0.810259951,234,1.65,0.0318488576,228.328733253939,0.882436445727588,226.307964740915,229.758920663129,262.9,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B067",6,0.466565316,9,0.601684455,210,1.65,0.0318488576,170.484041048766,4.46330880343607,160.212339238904,177.611266100416,182.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A014",3,0.365026316,9,0.748513155,245,1.65,0.0318488576,140.542943396755,9.97839237638884,118.359084499751,157.315394396313,71.4,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A014",4,0.431787083,9,0.748513155,245,1.65,0.0318488576,160.471570825059,8.86851425213733,140.578823380245,175.162163786903,71.4,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B034",3,0.456503782,6,0.630945849,263.39,1.65,0.0318488576,206.479307488635,8.20031871915481,188.870152206625,220.536422292647,324.3,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",8,0.902807998,16,1.290207409,295,1.65,0.0318488576,224.877732268901,6.45531599426402,210.047878426774,235.337700661287,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",9,0.959128509,16,1.290207409,295,1.65,0.0318488576,235.627986197228,5.64835950262021,222.620206400284,244.739007592424,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A071",2,0.334106551,9,0.810259951,234,1.65,0.0318488576,125.460837602793,11.5042783467661,100.554592629295,145.803265050223,262.9,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",10,1.005269597,16,1.290207409,295,1.65,0.0318488576,244.276281263822,4.9487798482805,232.858115860816,252.230526788529,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",11,1.058757914,16,1.290207409,295,1.65,0.0318488576,254.135093764989,4.09805669461707,244.660278678054,260.695931477927,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",12,1.11224623,16,1.290207409,295,1.65,0.0318488576,263.826753189835,3.20798450243219,256.395394322984,268.943135712899,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",13,1.156075444,16,1.290207409,295,1.65,0.0318488576,271.651358679055,2.45147473993487,265.963884015241,275.549457947971,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B067",4,0.354378414,9,0.601684455,210,1.65,0.0318488576,135.185353718662,7.1474848647111,118.96213696879,146.899058379703,182.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B067",5,0.407151513,9,0.601684455,210,1.65,0.0318488576,152.128244043027,6.02533329707087,138.355016399733,161.876311457324,182.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",16,1.261554312,16,1.290207409,295,1.65,0.0318488576,290.083718331378,0.539791781141406,288.827158781763,290.936165346672,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B067",7,0.514565316,9,0.601684455,210,1.65,0.0318488576,184.842441380846,3.00797053694553,177.887239370096,189.599597747053,182.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B067",8,0.559576426,9,0.601684455,210,1.65,0.0318488576,197.97462975174,1.50813395304599,194.473635939548,200.339734869813,182.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B067",9,0.585653236,9,0.601684455,210,1.65,0.0318488576,205.449713053665,0.585443685962773,204.087793601083,206.363565698824,182.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A115",2,0.381460901,10,0.870060791,302,1.65,0.0318488576,152.364061094981,11.7498988779898,126.337270336326,172.42147240251,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A014",6,0.577354152,9,0.748513155,245,1.65,0.0318488576,201.012572112583,5.38781575588227,188.746950792274,209.703623779473,71.4,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A014",7,0.643361728,9,0.748513155,245,1.65,0.0318488576,218.374521959265,3.44759096973965,210.484240684637,223.878722807616,71.4,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A014",8,0.688372837,9,0.748513155,245,1.65,0.0318488576,229.91560131017,2.02112536633283,225.274973710715,233.12127814219,71.4,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A014",9,0.720513155,9,0.748513155,245,1.65,0.0318488576,238.0224977422,0.956508385004652,235.821559999611,239.532812131845,71.4,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A022",0,NA,4,0.606902507,189,1.65,0.0318488576,1.65,2.98889935152045e-15,1.64999999999999,1.65000000000001,114.5,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A022",1,0.339013274,4,0.606902507,189,1.65,0.0318488576,125.156961749467,7.93759441497687,107.558996098907,138.96390714946,114.5,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",14,1.196892108,16,1.290207409,295,1.65,0.0318488576,278.848609881133,1.72638587262112,274.83795824672,281.586294006749,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",15,1.23366166,16,1.290207409,295,1.65,0.0318488576,285.261710272616,1.0571407651084,282.802945893584,286.934120665271,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B033",9,0.724024968,9,0.758083741,264.41,1.65,0.0318488576,255.750538535071,1.37072323593846,252.638366203669,258.040817052474,379.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A014",0,0.022203603,9,0.748513155,245,1.65,0.0318488576,1.65,4.5192626705558e-15,1.64999999999999,1.65000000000001,71.4,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A014",1,0.216933169,9,0.748513155,245,1.65,0.0318488576,91.7373620837781,10.6777942418191,68.6714183779453,110.457025829262,71.4,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A014",2,0.305933169,9,0.748513155,245,1.65,0.0318488576,121.965927823728,10.6080597473746,98.6071640194528,140.062876445717,71.4,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A024",1,0.242425246,3,0.501277525,210,1.65,0.0318488576,121.286670792586,10.6714957375346,98.0454213731665,140.842794556671,203.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A024",2,0.371223538,3,0.501277525,210,1.65,0.0318488576,167.584488775582,6.22847505310367,153.691777153677,178.23675258509,203.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A024",3,0.466049695,3,0.501277525,210,1.65,0.0318488576,198.83802655513,1.81822586172269,194.721761436186,201.849919770144,203.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A056",0,NA,6,0.957116852,215,1.65,0.0318488576,1.65,3.0464411303169e-15,1.64999999999999,1.65000000000001,208.8,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A056",1,0.423870263,6,0.957116852,215,1.65,0.0318488576,124.988137536249,9.91400094581378,103.338428392028,142.38333879395,208.8,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A117",8,0.701837937,8,0.745012003,295,1.65,0.0318488576,282.188695800017,2.04401858769953,277.626629692884,285.659720549479,500,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",0,0.056586217,16,1.290207409,295,1.65,0.0318488576,1.65,1.08864893059255e-14,1.64999999999998,1.65000000000003,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",1,0.413580706,16,1.290207409,295,1.65,0.0318488576,118.54690073715,10.0799806341763,96.1441506687906,135.785887667053,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",2,0.506715017,16,1.290207409,295,1.65,0.0318488576,141.211168543816,10.0586060107569,118.657492976397,158.186890310777,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",3,0.591861949,16,1.290207409,295,1.65,0.0318488576,160.692098324662,9.68469503952013,138.831501839738,176.865971114934,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",4,0.65835255,16,1.290207409,295,1.65,0.0318488576,175.237583526383,9.20915827858341,154.356262171586,190.504125371819,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",5,0.731359399,16,1.290207409,295,1.65,0.0318488576,190.638491554567,8.53490244734713,171.200419696299,204.682335405612,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",6,0.791442674,16,1.290207409,295,1.65,0.0318488576,202.921153289013,7.87796840239386,184.920331158491,215.810502013124,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A120",7,0.848687761,16,1.290207409,295,1.65,0.0318488576,214.330352795755,7.17739479877122,197.883147633317,226.013688578866,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B032",3,0.41002072,4,0.506343394,230.95,1.65,0.0318488576,196.578688803288,5.34629220013739,184.874293816697,205.664596873907,267.9,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B032",4,0.468330239,4,0.506343394,230.95,1.65,0.0318488576,217.598959380476,2.20445977710963,212.714442162555,221.284190934483,267.9,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B033",0,NA,9,0.758083741,264.41,1.65,0.0318488576,1.65,2.59678476558964e-15,1.65,1.65,379.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B033",1,0.312641968,9,0.758083741,264.41,1.65,0.0318488576,138.511657057031,13.7099013409317,109.324097440075,163.709837467076,379.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B033",2,0.397736033,9,0.758083741,264.41,1.65,0.0318488576,165.351622777103,12.0420681466766,139.234701400273,187.080818360964,379.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B033",3,0.446243765,9,0.758083741,264.41,1.65,0.0318488576,179.878402617116,10.8223660969038,156.161195272308,199.081475772765,379.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B033",4,0.491243765,9,0.758083741,264.41,1.65,0.0318488576,192.943470582165,9.55017275062373,171.86450511248,209.653086452933,379.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B033",5,0.537287222,9,0.758083741,264.41,1.65,0.0318488576,205.953523403256,8.12737519544522,187.903144408321,220.042858679724,379.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B033",6,0.580472868,9,0.758083741,264.41,1.65,0.0318488576,217.863653484337,6.69491897617701,202.910231812093,229.348537798678,379.7,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A022",2,0.458244143,4,0.606902507,189,1.65,0.0318488576,155.072456964487,4.85049380581348,144.049853755592,163.170739807378,114.5,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B032",0,NA,4,0.506343394,230.95,1.65,0.0318488576,1.65,2.39657138798496e-15,1.65,1.65,267.9,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_B032",1,0.287689068,4,0.506343394,230.95,1.65,0.0318488576,149.768971106967,10.7401567654649,127.123978481432,168.906322087824,267.9,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A115",1,0.31755472,10,0.870060791,302,1.65,0.0318488576,129.734653313925,12.0112898989654,103.385766177813,150.535345264956,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A117",3,0.447052154,8,0.745012003,295,1.65,0.0318488576,201.620328956756,12.2305620761032,175.323843475895,223.632218034507,500,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A117",4,0.499052154,8,0.745012003,295,1.65,0.0318488576,218.890986032739,10.4669200850784,196.159130913248,237.48491543148,500,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A117",5,0.546052154,8,0.745012003,295,1.65,0.0318488576,234.08949588307,8.7150530563126,215.014328161506,249.380580050334,500,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A117",6,0.600797017,8,0.745012003,295,1.65,0.0318488576,251.360389466386,6.50997061766879,236.998624627084,262.633223259295,500,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A117",7,0.657656493,8,0.745012003,295,1.65,0.0318488576,268.86291540806,4.05490444007194,259.852996288709,275.796666464966,500,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A115",4,0.495673199,10,0.870060791,302,1.65,0.0318488576,190.448983015602,10.2775008188197,167.37341270337,207.618900148133,450,"Gambiers","Fabien Morat"
"Scaridae","Chlorurus","Chlorurus spilurus","GAM18_A115",5,0.555806385,10,0.870060791,302,1.65,0.0318488576,209.548804613411,9.10539323518411,188.986596939982,224.612114486008,450,"Gambiers","Fabien Morat"
